model_name,evaluation_date,sample_size,regression_MSE,regression_RMSE,regression_MAE,regression_MAPE,regression_R²,regression_Directional_Accuracy,regression_Adjusted_R²,financial_Total_Return,financial_Annualized_Return,financial_Volatility,financial_Sharpe_Ratio,financial_Sortino_Ratio,financial_Calmar_Ratio,financial_Maximum_Drawdown,financial_VaR_5%,financial_CVaR_5%,financial_Win_Rate,financial_Profit_Factor
XGBoost_Demo,2025-08-24 19:12:35,252,1.0017882883880316,1.0008937448041284,0.8006612582537103,0.8005647355896723,-61.92460825611553,0.5258964143426295,-65.92405369612287,0.8398186816188742,0.8398186816188742,0.2518644511672742,2.4696324305806376,3.871721666834465,5.939232448827818,-0.1414018880141024,-0.02383201117448791,-0.03190833773706321,0.5912698412698413,1.499557328317513
