date,cash,position_value,total_value,daily_return,shares_held,year,month
2022-08-15,99063.29223761996,1038.3447275165224,100101.63696513648,-6.689820227090415e-05,4,2022,8
2022-08-16,99063.29223761996,979.9627717436138,100043.25500936357,-0.0005832267837263538,4,2022,8
2022-08-17,99063.29223761996,943.7165902830171,100007.00882790297,-0.0003623050995011923,4,2022,8
2022-08-18,99063.29223761996,965.2712645151425,100028.5635021351,0.000215531636079902,4,2022,8
2022-08-19,99063.29223761996,965.9343445124767,100029.22658213244,6.628906525474321e-06,4,2022,8
2022-08-20,99063.29223761996,975.6619393540158,100038.95417697397,9.724752628725852e-05,4,2022,8
2022-08-21,99063.29223761996,961.0831412155204,100024.37537883548,-0.00014573121299032987,4,2022,8
2022-08-22,99063.29223761996,950.1373775644499,100013.4296151844,-0.00010943096229920624,4,2022,8
2022-08-23,99063.29223761996,982.4852462110534,100045.77748383101,0.0003234352503567184,4,2022,8
2022-08-24,99063.29223761996,974.0445870795145,100037.33682469947,-8.4367969781729e-05,4,2022,8
2022-08-25,99063.29223761996,965.7185430175031,100029.01078063746,-8.322936541782511e-05,4,2022,8
2022-08-26,99063.29223761996,981.9629580633267,100045.25519568329,0.00016239703780995818,4,2022,8
2022-08-27,99063.29223761996,967.8973106187535,100031.1895482387,-0.00014059284887701917,4,2022,8
2022-08-28,99063.29223761996,981.3211817724309,100044.6134193924,0.00013419685614368682,4,2022,8
2022-08-29,99063.29223761996,971.9532867478878,100035.24552436784,-9.363717549970563e-05,4,2022,8
2022-08-30,99063.29223761996,938.223066051718,100001.51530367168,-0.0003371833649166156,4,2022,8
2022-08-31,99063.29223761996,941.9055525027484,100005.19779012271,3.682430651030799e-05,4,2022,8
2022-09-01,100006.36219697155,0.0,100006.36219697155,1.1643463285526678e-05,0,2022,9
2022-09-02,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-03,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-04,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-05,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-06,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-07,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-08,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-09,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-10,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-11,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-12,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-13,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-14,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-15,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-16,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-17,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-18,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-19,100006.36219697155,0.0,100006.36219697155,0.0,0,2022,9
2022-09-20,96982.59801338297,3019.235330592679,100001.83334397565,-4.528564879680008e-05,10,2022,9
2022-09-21,96982.59801338297,2902.559359070254,99885.15737245322,-0.0011667383248975538,10,2022,9
2022-09-22,96982.59801338297,3051.488957856675,100034.08697123965,0.0014910083009740394,10,2022,9
2022-09-23,96982.59801338297,3009.2826366921286,99991.8806500751,-0.0004219193921037867,10,2022,9
2022-09-24,96982.59801338297,3024.549343650393,100007.14735703336,0.00015267946616281947,10,2022,9
2022-09-25,96982.59801338297,2907.9027325077504,99890.50074589072,-0.0011663827458872067,10,2022,9
2022-09-26,96982.59801338297,2857.0382049053983,99839.63621828837,-0.0005092028493454137,10,2022,9
2022-09-27,96982.59801338297,2901.2227565031053,99883.82076988608,0.00044255521425484723,10,2022,9
2022-09-28,96982.59801338297,3016.0853806905357,99998.68339407351,0.0011499622591735204,10,2022,9
2022-09-29,96982.59801338297,2890.8207358956506,99873.41874927863,-0.001252662940583349,10,2022,9
2022-09-30,96982.59801338297,2941.7895857217054,99924.38759910468,0.0005103344860357684,10,2022,9
2022-10-01,96982.59801338297,3143.3503601864304,100125.94837356941,0.002017132947297995,10,2022,10
2022-10-02,96982.59801338297,3267.1268312367883,100249.72484461976,0.0012362077269774119,10,2022,10
2022-10-03,96982.59801338297,3336.2462090091767,100318.84422239214,0.000689471994856028,10,2022,10
2022-10-04,96982.59801338297,3350.262000961921,100332.8600143449,0.00013971245443866742,10,2022,10
2022-10-05,96982.59801338297,3330.286172398166,100312.88418578113,-0.0001990955760745594,10,2022,10
2022-10-06,96982.59801338297,3398.7215833340947,100381.31959671706,0.000682219552267993,10,2022,10
2022-10-07,96982.59801338297,3265.8506714776986,100248.44868486068,-0.0013236617369665193,10,2022,10
2022-10-08,96982.59801338297,3257.680339113747,100240.27835249672,-8.15008358846514e-05,10,2022,10
2022-10-09,96982.59801338297,3204.569547824836,100187.16756120781,-0.0005298348344778825,10,2022,10
2022-10-10,96982.59801338297,3305.718065160806,100288.31607854378,0.0010095955380131638,10,2022,10
2022-10-11,96982.59801338297,3273.8181736080314,100256.416186991,-0.0003180818344561409,10,2022,10
2022-10-12,96982.59801338297,3359.584190858832,100342.1822042418,0.0008554666176261438,10,2022,10
2022-10-13,96982.59801338297,3338.588077798677,100321.18609118165,-0.0002092451310000687,10,2022,10
2022-10-14,96982.59801338297,3264.33516758555,100246.93318096852,-0.0007401518373759686,10,2022,10
2022-10-15,96982.59801338297,3217.9263665812414,100200.52437996422,-0.00046294484560960303,10,2022,10
2022-10-16,96982.59801338297,3243.3064703471364,100225.9044837301,0.0002532931231939983,10,2022,10
2022-10-17,96982.59801338297,3264.681094144832,100247.27910752781,0.00021326446399072552,10,2022,10
2022-10-18,96982.59801338297,3341.116703881158,100323.71471726413,0.0007624706667033188,10,2022,10
2022-10-19,96982.59801338297,3289.5627280021863,100272.16074138516,-0.000513876265689106,10,2022,10
2022-10-20,96982.59801338297,3314.658990295373,100297.25700367834,0.0002502814550682242,10,2022,10
2022-10-21,96982.59801338297,3357.012039048218,100339.61005243119,0.00042227524478843925,10,2022,10
2022-10-22,96982.59801338297,3366.2445304058742,100348.84254378885,9.201243011447424e-05,10,2022,10
2022-10-23,96982.59801338297,3375.8450782388545,100358.44309162183,9.567173461699774e-05,10,2022,10
2022-10-24,96982.59801338297,3458.9947218692896,100441.59273525226,0.0008285266398015967,10,2022,10
2022-10-25,96982.59801338297,3388.0663672471637,100370.66438063013,-0.0007061651721222972,10,2022,10
2022-10-26,96982.59801338297,3511.4951140511093,100494.09312743408,0.0012297292995480102,10,2022,10
2022-10-27,96982.59801338297,3623.7067774141137,100606.30479079709,0.001116599591786116,10,2022,10
2022-10-28,96982.59801338297,3542.2714925851915,100524.86950596816,-0.0008094451436047034,10,2022,10
2022-10-29,96982.59801338297,3535.7889936797937,100518.38700706276,-6.448651898038893e-05,10,2022,10
2022-10-30,96982.59801338297,3608.8425688626776,100591.44058224565,0.0007267682794964703,10,2022,10
2022-10-31,96982.59801338297,3662.025015387453,100644.62302877042,0.0005286975334775068,10,2022,10
2022-11-01,96982.59801338297,3631.486261008775,100614.08427439175,-0.00030343155411238776,10,2022,11
2022-11-02,96982.59801338297,3602.184757974165,100584.78277135713,-0.00029122665326564157,10,2022,11
2022-11-03,96982.59801338297,3677.2318582345947,100659.82987161756,0.0007461078921950914,10,2022,11
2022-11-04,96982.59801338297,3714.3664653731753,100696.96447875614,0.00036891188059762214,10,2022,11
2022-11-05,96982.59801338297,3782.1579641568133,100764.75597753978,0.0006732228636141535,10,2022,11
2022-11-06,96982.59801338297,3750.520546553307,100733.11855993628,-0.00031397304837965656,10,2022,11
2022-11-07,96982.59801338297,3786.7666277062813,100769.36464108925,0.0003598228831902528,10,2022,11
2022-11-08,96982.59801338297,3683.780767104451,100666.37878048743,-0.0010219957322210593,10,2022,11
2022-11-09,96982.59801338297,3803.0870535452664,100785.68506692824,0.001185165175167091,10,2022,11
2022-11-10,96982.59801338297,3749.770563438711,100732.36857682168,-0.0005290085598084193,10,2022,11
2022-11-11,96982.59801338297,3809.3491899566925,100791.94720333966,0.0005914546372702834,10,2022,11
2022-11-12,96982.59801338297,3745.4334270846057,100728.03144046757,-0.0006341356094961004,10,2022,11
2022-11-13,96982.59801338297,3711.7108326710013,100694.30884605397,-0.0003347885780288218,10,2022,11
2022-11-14,96982.59801338297,3765.1927274187688,100747.79074080173,0.0005311312561817605,10,2022,11
2022-11-15,96982.59801338297,3759.557899697965,100742.15591308093,-5.5930037565765645e-05,10,2022,11
2022-11-16,96982.59801338297,3775.580282940889,100758.17829632387,0.0001590434818246056,10,2022,11
2022-11-17,96982.59801338297,3781.625765414776,100764.22377879775,5.9999918379904926e-05,10,2022,11
2022-11-18,96982.59801338297,3849.525482430973,100832.12349581394,0.0006738474675818118,10,2022,11
2022-11-19,96982.59801338297,3806.9405661270885,100789.53857951006,-0.0004223348158054474,10,2022,11
